District,split,fold_id,rmse,mae,smape,mase,n_obs_scored,n_obs_total,ljung_box_stat_lag26,ljung_box_pvalue_lag26,ljung_box_stat_lag52,ljung_box_pvalue_lag52
Kegalle,validation,7,17.134760658011633,11.591922923874371,62.588320305590706,0.5928824270899512,52,52,,,,
Kegalle,validation,8,269.8056991279426,188.86378805459657,182.1822998130137,9.950313762966875,52,52,,,,
Kegalle,validation,9,30.05194965611146,27.201839182974734,69.04657155773269,0.787665755312254,52,52,,,,
Kegalle,validation,10,33.34404179771956,25.043102416187672,53.91294177312758,0.5393957216304025,52,52,,,,
Kegalle,validation,11,50.88323785440968,49.49764569139737,123.3923008879062,1.1046440967331337,51,52,,,,
Kegalle,validation,12,116.18473626442407,22.631122124747105,67.7356075992885,0.5110645322446413,51,52,,,,
Kegalle,validation,13,23.79289171461024,18.4678398967312,55.17537104762521,0.4360772149755595,51,52,,,,
Kegalle,validation,14,32.09075480422965,24.860603409217536,51.36691179198362,0.5886013793783931,52,52,,,,
Kegalle,validation_aggregate,aggregate,21.84835750655886,18.27972713441183,66.71804122110817,0.5911123046014088,724,728,3410.1554983909637,0.0,3496.476901116407,0.0
Kegalle,holdout,holdout,22.157413518880098,13.74433962910402,38.20892238815493,0.3312264660695307,104,104,,,,
Kilinochchi,validation,1,1.9165273082001526,0.8653846153846154,80.76923076923077,,52,52,,,,
Kilinochchi,validation,2,1.0031207339592934,0.8346201086483087,144.36877382826623,2.8933497099808037,52,52,,,,
Kilinochchi,validation,3,1.3272486043816858,0.6473689042747507,187.4244392983427,1.37400747029743,52,52,,,,
Kilinochchi,validation,4,1.1458617412504872,0.7500599372481485,167.1652762646105,1.3542748866980459,52,52,,,,
Kilinochchi,validation,5,1.1234582977618923,0.7474405443669535,172.23979189472752,1.2145908845962994,52,52,,,,
Kilinochchi,validation,6,1.3055900357843688,0.9629941831687265,145.27678280686564,1.4484705895595722,51,52,,,,
Kilinochchi,validation,7,1.0812002718718112,0.8591290295181133,145.12857168976885,1.2554174198944261,52,52,,,,
Kilinochchi,validation,8,9.797370374046633,7.4892190108526036,173.22230049703043,10.356012044680455,52,52,,,,
Kilinochchi,validation,9,3.8977634254471316,3.2019362523217203,53.50944323827609,2.352628338585321,52,52,,,,
Kilinochchi,validation,10,9.06698047576178,5.342662498289528,83.82438463455162,3.1202024836322035,52,52,,,,
Kilinochchi,validation,11,20.186573997048278,19.63480325232864,164.0413394003837,9.175693180276795,51,52,,,,
Kilinochchi,validation,12,85.64459605605268,12.769094633227052,177.68185113878394,5.15512938701968,51,52,,,,
Kilinochchi,validation,13,2.9955578183169562,1.8349227009562958,79.54306852407619,0.7171076285358929,51,52,,,,
Kilinochchi,validation,14,3.695112432829892,2.124440571860722,94.8027981707598,0.6379924483482278,52,52,,,,
Kilinochchi,validation_aggregate,aggregate,2.4560425632585545,1.3989584420625112,145.20267724831723,1.4484705895595722,724,728,6.887096328356669,0.999935274268339,18.58511433117059,0.9999948774939771
Kilinochchi,holdout,holdout,42.77686160834251,7.4797561639581716,171.26380260230624,2.153723827697983,104,104,,,,
Kurunegala,validation,1,24.397362376029466,16.593240339597614,76.2010775062545,0.6717388070526087,52,52,,,,
Kurunegala,validation,2,15.227890658022751,13.085332818224366,122.69611994089311,0.4833795689422214,52,52,,,,
Kurunegala,validation,3,40.8697426958226,26.06945392820941,77.00399508993782,1.0655229744679813,52,52,,,,
Kurunegala,validation,4,50.70952429583964,48.813621360402834,91.16095963323923,1.9302724796509105,52,52,,,,
Kurunegala,validation,5,32.06490611985824,24.987550078152474,75.3929796215496,0.9436111866840441,52,52,,,,
Kurunegala,validation,6,41.07140641102836,39.09259704496735,110.2904332729671,1.435314234856578,51,52,,,,
Kurunegala,validation,7,31.980526347434868,21.199032024025847,65.49323681185982,0.7687520351250198,52,52,,,,
Kurunegala,validation,8,252.61115410348165,191.1481365967588,148.84822723819346,7.098177675837884,52,52,,,,
