horizon,District,split,approach,n,mae,mase,smape_pct
4,Nuwara Eliya,all,sarima_alone,773,4.125305803019675,0.7169908188807456,73.59230873936554
4,Nuwara Eliya,all,recursive,773,3.830401034928848,0.6657354644266579,68.48649766664788
4,Nuwara Eliya,all,direct,773,3.9611302607698518,0.6884566053948685,72.93004994505594
4,Polonnaruwa,pre_holdout,sarima_alone,672,4.979113471760705,0.6618636396067152,86.17338597219799
4,Polonnaruwa,pre_holdout,recursive,672,4.749702380952381,0.6313684800989623,81.30705125658343
4,Polonnaruwa,pre_holdout,direct,672,4.775749649764832,0.6348308916780114,84.02840413069814
4,Polonnaruwa,holdout,sarima_alone,101,4.71581391821552,0.6268637542245862,51.44340851137924
4,Polonnaruwa,holdout,recursive,101,4.421782178217822,0.5877787004899191,51.71452626851498
4,Polonnaruwa,holdout,direct,101,4.149194937805234,0.5515442213857448,45.22099313470314
4,Polonnaruwa,all,sarima_alone,773,4.944710813406159,0.6572905627327241,81.63557520435492
4,Polonnaruwa,all,recursive,773,4.706856403622251,0.6256730496455168,77.44049883252792
4,Polonnaruwa,all,direct,773,4.69388415699909,0.6239486747316739,78.95783684661602
4,Puttalam,pre_holdout,sarima_alone,672,20.28286205733677,0.6141292112286911,77.69668177474503
4,Puttalam,pre_holdout,recursive,672,18.871874999999996,0.5714070171849426,72.80328650154644
4,Puttalam,pre_holdout,direct,672,19.7710675509038,0.5986329782188549,73.44875001414731
4,Puttalam,holdout,sarima_alone,101,7.791652932063664,0.2359174783030733,39.27738629490644
4,Puttalam,holdout,recursive,101,7.601980198019802,0.2301745231806323,38.01958551490866
4,Puttalam,holdout,direct,101,6.69833467495815,0.20281373402082778,32.91675598901502
4,Puttalam,all,sarima_alone,773,18.650763581718937,0.5647121542746324,72.6768255736277
4,Puttalam,all,recursive,773,17.3993531694696,0.5268216589773937,68.25845623032987
4,Puttalam,all,direct,773,18.06298731743613,0.5469153279420105,68.15284911306276
4,Ratnapura,pre_holdout,sarima_alone,672,27.183470614364246,0.7019514342357439,57.071601945370595
4,Ratnapura,pre_holdout,recursive,672,27.747470238095236,0.7165154444904606,60.7495874850781
4,Ratnapura,pre_holdout,direct,672,24.97217408473195,0.6448497200169683,55.01135049242348
4,Ratnapura,holdout,sarima_alone,101,33.346483535197855,0.8610972556198082,35.69712276841494
4,Ratnapura,holdout,recursive,101,33.535643564356434,0.8659818840637485,38.410814866432034
4,Ratnapura,holdout,direct,101,30.431954035958366,0.785836145986792,36.264857101856705
4,Ratnapura,all,sarima_alone,773,27.988728447487397,0.7227453901992504,54.278817473349214
4,Ratnapura,all,recursive,773,28.50375161707633,0.7360446946805022,57.830808656509866
4,Ratnapura,all,direct,773,25.685547661800342,0.6632709736042285,52.56193803130156
4,Trincomalee,pre_holdout,sarima_alone,672,17.59362359252565,0.7028681850502356,89.00789021443113
4,Trincomalee,pre_holdout,recursive,672,15.237499999999997,0.6087406561461792,79.90024272399118
4,Trincomalee,pre_holdout,direct,672,15.198660428361423,0.6071890088074622,83.20188961851433
4,Trincomalee,holdout,sarima_alone,101,7.970359400323354,0.3184171820228848,51.91813830280479
4,Trincomalee,holdout,recursive,101,6.997029702970297,0.27953249893095616,44.875599872243285
4,Trincomalee,holdout,direct,101,6.970224957171966,0.2784616448836973,43.398034640557306
4,Trincomalee,all,sarima_alone,773,16.336250134036085,0.6526359065175545,84.16175186634023
4,Trincomalee,all,recursive,773,14.160802069857697,0.5657263949835176,75.32393104478479
4,Trincomalee,all,direct,773,14.123534965760992,0.5642375679843054,78.00112719577997
4,Vavuniya,pre_holdout,sarima_alone,672,4.443731490058453,0.5262673511555129,126.63941776791805
4,Vavuniya,pre_holdout,recursive,672,3.8773809523809524,0.4591949373618708,101.28639433430307
4,Vavuniya,pre_holdout,direct,672,4.2161305373630915,0.49931276338092995,106.93598656425874
4,Vavuniya,holdout,sarima_alone,101,3.3170792167741947,0.39283887806681955,124.90130100506269
4,Vavuniya,holdout,recursive,101,3.011881188118812,0.35669453440481313,86.74023778607382
4,Vavuniya,holdout,direct,101,3.360947624750979,0.3980341764139409,94.36289547445523
4,Vavuniya,all,sarima_alone,773,4.296523366382244,0.508833617931764,126.4123158364195
4,Vavuniya,all,recursive,773,3.764294954721863,0.44580225857964206,99.38579690691476
4,Vavuniya,all,direct,773,4.104392537138223,0.4860797267914527,105.29318941022233
