District,n_rows,n_defined,outbreak_pct,candidate,parameter,k,pooled_outbreak_pct,pooled_n_defined,pooled_n_undefined,pooled_pct_undefined
Matara,1018.0,860.0,14.186046511627906,windowed,1,2.5,13.954786491766678,21498,3952,15.528487229862476
Monaragala,1018.0,860.0,14.651162790697676,windowed,1,2.5,13.954786491766678,21498,3952,15.528487229862476
Mullaitivu,1018.0,859.0,16.298020954598368,windowed,1,2.5,13.954786491766678,21498,3952,15.528487229862476
Nuwara Eliya,1018.0,860.0,10.116279069767442,windowed,1,2.5,13.954786491766678,21498,3952,15.528487229862476
Polonnaruwa,1018.0,860.0,12.44186046511628,windowed,1,2.5,13.954786491766678,21498,3952,15.528487229862476
Puttalam,1018.0,860.0,11.627906976744185,windowed,1,2.5,13.954786491766678,21498,3952,15.528487229862476
Ratnapura,1018.0,860.0,15.930232558139535,windowed,1,2.5,13.954786491766678,21498,3952,15.528487229862476
Trincomalee,1018.0,860.0,16.27906976744186,windowed,1,2.5,13.954786491766678,21498,3952,15.528487229862476
Vavuniya,1018.0,860.0,10.116279069767442,windowed,1,2.5,13.954786491766678,21498,3952,15.528487229862476
Ampara,1018.0,862.0,16.937354988399072,windowed,2,1.5,20.39168368294041,21548,3902,15.332023575638507
Anuradhapura,1018.0,862.0,13.109048723897912,windowed,2,1.5,20.39168368294041,21548,3902,15.332023575638507
Badulla,1018.0,862.0,23.897911832946637,windowed,2,1.5,20.39168368294041,21548,3902,15.332023575638507
Batticaloa,1018.0,862.0,22.041763341067284,windowed,2,1.5,20.39168368294041,21548,3902,15.332023575638507
Colombo,1018.0,862.0,27.7262180974478,windowed,2,1.5,20.39168368294041,21548,3902,15.332023575638507
Galle,1018.0,862.0,29.466357308584683,windowed,2,1.5,20.39168368294041,21548,3902,15.332023575638507
Gampaha,1018.0,862.0,21.46171693735499,windowed,2,1.5,20.39168368294041,21548,3902,15.332023575638507
Hambantota,1018.0,862.0,20.069605568445475,windowed,2,1.5,20.39168368294041,21548,3902,15.332023575638507
