District,Year,Week,Number_of_Cases,KDE_baseline
Anuradhapura,2014,17,8,1.6468874113951337e-09
Anuradhapura,2014,18,1,8.327566250271595e-10
Anuradhapura,2014,19,1,6.751234976635768e-10
Anuradhapura,2014,20,0,6.389505372849094e-10
Anuradhapura,2014,21,1,1.4756652628571014e-09
Anuradhapura,2014,22,3,2.218699159555224e-09
Anuradhapura,2014,23,6,3.2487775788860586e-09
Anuradhapura,2014,24,2,3.742441964464347e-09
Anuradhapura,2014,25,6,5.8645414273604415e-09
Anuradhapura,2014,26,20,5.6761345876688105e-09
Anuradhapura,2014,27,10,4.462808137538043e-09
Anuradhapura,2014,28,13,5.11259019539205e-09
Anuradhapura,2014,29,8,4.749320112322409e-09
Anuradhapura,2014,30,15,4.457684388612998e-09
Anuradhapura,2014,31,10,3.3858291754609884e-09
Anuradhapura,2014,32,5,3.516284625794885e-09
Anuradhapura,2014,33,2,3.166859303333293e-09
Anuradhapura,2014,34,4,2.761274346173868e-09
Anuradhapura,2014,35,4,2.297905997419468e-09
Anuradhapura,2014,36,4,2.122458384857271e-09
Anuradhapura,2014,37,7,2.5167537856939804e-09
Anuradhapura,2014,38,3,2.66400661583483e-09
Anuradhapura,2014,39,6,3.1580456934884195e-09
Anuradhapura,2014,40,1,2.2954322855846024e-09
Anuradhapura,2014,41,8,3.8257963088406105e-09
Anuradhapura,2014,42,9,3.5207947223241316e-09
Anuradhapura,2014,43,8,4.258757462816178e-09
Anuradhapura,2014,44,10,4.348949937440159e-09
Anuradhapura,2014,45,4,4.077433672880667e-09
Anuradhapura,2014,46,18,6.1591765430183474e-09
Anuradhapura,2014,47,10,6.791305827869186e-09
Anuradhapura,2014,48,14,6.704187782021741e-09
Anuradhapura,2014,49,14,7.017132460528996e-09
Anuradhapura,2014,50,23,6.682495298784484e-09
Anuradhapura,2014,51,18,4.834165819465595e-09
Anuradhapura,2014,52,22,6.498065175253077e-09
Anuradhapura,2015,1,15,5.162569272511377e-09
Anuradhapura,2015,2,12,3.0465987781635843e-09
Anuradhapura,2015,3,19,5.936667030520724e-09
Anuradhapura,2015,4,44,9.06259956447022e-09
Anuradhapura,2015,5,2,3.848303119751306e-09
Anuradhapura,2015,6,11,3.309359584784795e-09
Anuradhapura,2015,7,18,5.905859966045333e-09
Anuradhapura,2015,8,5,2.6997564151808974e-09
Anuradhapura,2015,9,6,3.2245139919464998e-09
Anuradhapura,2015,10,9,2.2227030270523496e-09
Anuradhapura,2015,11,2,1.4796635882933456e-09
Anuradhapura,2015,12,3,1.5178081892247115e-09
Anuradhapura,2015,13,4,9.651999772377088e-10
Anuradhapura,2015,14,3,1.29908666456645e-09
Anuradhapura,2015,15,2,3.942918642830025e-10
Anuradhapura,2015,16,1,7.537511531829131e-10
Anuradhapura,2015,17,2,1.2291640546740295e-09
Anuradhapura,2015,18,1,5.561204067169855e-10
Anuradhapura,2015,19,2,1.1638239349544048e-09
Anuradhapura,2015,20,1,1.0366222291348283e-09
Anuradhapura,2015,21,2,1.0870914788093308e-09
Anuradhapura,2015,22,0,9.790603766250946e-10
Anuradhapura,2015,23,4,1.3361103053521716e-09
Anuradhapura,2015,24,2,1.173654839013411e-09
Anuradhapura,2015,25,2,1.1549791235300374e-09
Anuradhapura,2015,26,2,1.2354833863359065e-09
Anuradhapura,2015,27,0,6.653100573338653e-10
Anuradhapura,2015,28,3,1.098579208209391e-09
Anuradhapura,2015,29,3,1.240955510310298e-09
Anuradhapura,2015,31,1,8.946828458417013e-10
Anuradhapura,2015,32,3,1.3193034517100682e-09
Anuradhapura,2015,33,3,7.220977913267715e-10
Anuradhapura,2015,34,3,8.357412877052047e-10
Anuradhapura,2015,35,1,1.126204801882005e-09
Anuradhapura,2015,36,3,8.077530741472427e-10
Anuradhapura,2015,37,1,6.616169672836653e-10
Anuradhapura,2015,38,4,9.543388732560711e-10
Anuradhapura,2015,39,2,9.798595270625647e-10
Anuradhapura,2015,40,2,1.1603261781216449e-09
Anuradhapura,2015,41,1,8.528679894998971e-10
Anuradhapura,2015,42,4,1.5973405181409083e-09
Anuradhapura,2015,43,3,1.0491892252128711e-09
Anuradhapura,2015,44,0,1.4534734658626577e-09
Anuradhapura,2015,45,3,1.3742985775590078e-09
Anuradhapura,2015,46,6,1.9213589117402937e-09
Anuradhapura,2015,47,7,2.629559612028107e-09
Anuradhapura,2015,48,9,2.266845398528829e-09
Anuradhapura,2015,49,4,2.7091801983976184e-09
Anuradhapura,2015,50,8,3.95241721006807e-09
Anuradhapura,2015,51,1,2.377589773200421e-09
Anuradhapura,2015,52,1,2.4204360725447575e-09
Anuradhapura,2016,1,16,5.163827159283209e-09
Anuradhapura,2016,2,11,4.273412073270383e-09
Anuradhapura,2016,3,8,3.9218705642498855e-09
Anuradhapura,2016,4,21,6.824461159045739e-09
Anuradhapura,2016,5,6,4.2997759995029945e-09
Anuradhapura,2016,6,9,3.871189830891644e-09
Anuradhapura,2016,7,11,4.256123243375688e-09
Anuradhapura,2016,8,3,2.8695827851078923e-09
Anuradhapura,2016,9,18,3.845321852989608e-09
Anuradhapura,2016,10,7,2.8955154645809126e-09
Anuradhapura,2016,11,1,1.6227058352279816e-09
Anuradhapura,2016,12,4,1.288927540887943e-09
Anuradhapura,2016,13,7,1.5257511433334549e-09
Anuradhapura,2016,14,8,2.320405539307695e-09
Anuradhapura,2016,15,0,4.238039162069087e-10
Anuradhapura,2016,16,2,1.1617642134340559e-09
Anuradhapura,2016,17,7,1.869958563274892e-09
Anuradhapura,2016,18,6,2.533607870698596e-09
Anuradhapura,2016,19,2,2.0331479753509127e-09
Anuradhapura,2016,20,7,2.1321221316147315e-09
Anuradhapura,2016,21,7,2.0166934186336642e-09
Anuradhapura,2016,22,2,2.6364664828683564e-09
Anuradhapura,2016,23,3,2.9887304205716907e-09
Anuradhapura,2016,24,0,3.489875750407047e-10
Anuradhapura,2016,25,3,3.350906120041472e-09
Anuradhapura,2016,26,9,6.7426177565199395e-09
Anuradhapura,2016,27,13,7.786793745638571e-09
Anuradhapura,2016,28,4,6.306769012869168e-09
Anuradhapura,2016,29,12,9.683282335839126e-09
Anuradhapura,2016,30,24,9.132494252955652e-09
Anuradhapura,2016,31,11,7.704145198391728e-09
Anuradhapura,2016,32,13,6.328768697175664e-09
Anuradhapura,2016,33,6,4.8347620370405185e-09
Anuradhapura,2016,34,21,6.461918991882147e-09
Anuradhapura,2016,35,8,3.732124161955204e-09
Anuradhapura,2016,36,4,3.3828902198949793e-09
Anuradhapura,2016,37,6,3.2220648474047364e-09
Anuradhapura,2016,38,11,2.4582071123838577e-09
Anuradhapura,2016,39,14,3.0991663709433076e-09
Anuradhapura,2016,40,16,2.883469238800328e-09
Anuradhapura,2016,41,2,2.272832515929242e-09
Anuradhapura,2016,42,2,2.6372355843668958e-09
Anuradhapura,2016,43,2,1.1909280105663918e-09
Anuradhapura,2016,44,9,2.254185904809091e-09
Anuradhapura,2016,45,0,1.7597020575189337e-09
Anuradhapura,2016,46,4,1.4720265095508592e-09
Anuradhapura,2016,47,5,2.215319800397058e-09
Anuradhapura,2016,48,2,1.7906594829225406e-09
Anuradhapura,2016,49,3,2.9127413511137015e-09
Anuradhapura,2016,50,4,2.7102287562441475e-09
Anuradhapura,2016,51,1,2.1305123946767435e-09
Anuradhapura,2016,52,7,3.770317416219005e-09
Anuradhapura,2016,53,16,6.876107566069555e-09
Anuradhapura,2017,1,15,7.912583606946043e-09
Anuradhapura,2017,2,10,6.201604725618153e-09
Anuradhapura,2017,3,16,9.446834846289898e-09
Anuradhapura,2017,4,13,7.94254671473169e-09
Anuradhapura,2017,5,11,5.6725042198102326e-09
Anuradhapura,2017,6,32,8.19130461499178e-09
Anuradhapura,2017,7,16,8.389658102532613e-09
Anuradhapura,2017,8,16,7.420579572950678e-09
Anuradhapura,2017,9,28,1.0116834680062731e-08
Anuradhapura,2017,10,8,9.158682492623507e-09
Anuradhapura,2017,11,49,1.5608855117483223e-08
Anuradhapura,2017,12,68,1.7743986342666536e-08
Anuradhapura,2017,13,52,1.6248756782961893e-08
Anuradhapura,2017,14,44,1.599631666680243e-08
Anuradhapura,2017,15,24,9.709711615254888e-09
Anuradhapura,2017,16,71,2.145723134822194e-08
Anuradhapura,2017,17,54,1.6372343457693597e-08
Anuradhapura,2017,18,67,1.832513964117809e-08
Anuradhapura,2017,19,66,1.8458141872768678e-08
Anuradhapura,2017,20,61,2.67179043195685e-08
Anuradhapura,2017,21,55,2.0375477106251332e-08
Anuradhapura,2017,22,71,2.631980269871173e-08
Anuradhapura,2017,23,65,2.536535521324319e-08
Anuradhapura,2017,24,60,2.3886367622187324e-08
Anuradhapura,2017,25,122,3.7044825065597506e-08
Anuradhapura,2017,26,60,2.848021847298411e-08
Anuradhapura,2017,27,244,6.424239914216612e-08
Anuradhapura,2017,28,116,5.27662104454753e-08
Anuradhapura,2017,29,172,5.5129858891133234e-08
Anuradhapura,2017,30,177,5.329937183159899e-08
Anuradhapura,2017,31,112,4.0468042425951543e-08
Anuradhapura,2017,32,71,3.4488178721899296e-08
Anuradhapura,2017,33,57,2.8960831573955024e-08
Anuradhapura,2017,34,34,1.843617656340345e-08
Anuradhapura,2017,35,20,1.1866955116312583e-08
Anuradhapura,2017,36,19,1.0573706313730172e-08
Anuradhapura,2017,37,20,1.0373214211927544e-08
Anuradhapura,2017,38,10,8.704637968354627e-09
Anuradhapura,2017,39,18,9.163330126035432e-09
Anuradhapura,2017,40,14,8.491469629590575e-09
Anuradhapura,2017,41,20,1.0559215089314345e-08
Anuradhapura,2017,42,20,1.033778454244109e-08
Anuradhapura,2017,43,25,1.2815092453952624e-08
Anuradhapura,2017,44,27,1.3421484241105039e-08
Anuradhapura,2017,45,33,1.7123961122533195e-08
Anuradhapura,2017,46,40,1.6044814142154988e-08
Anuradhapura,2017,47,53,1.6456022927589204e-08
Anuradhapura,2017,48,38,1.4075625485810801e-08
Anuradhapura,2017,49,51,1.7424502267722526e-08
Anuradhapura,2017,50,36,1.4427428283648656e-08
Anuradhapura,2017,51,40,1.317513258008111e-08
Anuradhapura,2017,52,26,1.0975551727822066e-08
Anuradhapura,2018,1,32,1.2814910532778521e-08
Anuradhapura,2018,2,25,1.1032751485861624e-08
Anuradhapura,2018,3,24,9.83019678735344e-09
Anuradhapura,2018,4,26,8.965305727110502e-09
Anuradhapura,2018,5,34,8.527853250023623e-09
Anuradhapura,2018,6,25,6.925725620288094e-09
Anuradhapura,2018,7,22,6.097550675008065e-09
Anuradhapura,2018,8,39,7.55913742790043e-09
Anuradhapura,2018,9,16,4.433809020408786e-09
Anuradhapura,2018,10,21,4.771053625229543e-09
Anuradhapura,2018,11,10,4.052764708129223e-09
Anuradhapura,2018,12,11,3.909792271897746e-09
Anuradhapura,2018,13,4,2.5314053081963654e-09
Anuradhapura,2018,14,10,3.6166501868878427e-09
Anuradhapura,2018,15,6,2.1547913207448855e-09
Anuradhapura,2018,16,11,3.6736767414035605e-09
Anuradhapura,2018,17,20,4.787266522492387e-09
Anuradhapura,2018,18,18,4.655874120145181e-09
Anuradhapura,2018,19,12,4.356856775660166e-09
Anuradhapura,2018,20,20,5.963549272358099e-09
Anuradhapura,2018,21,26,6.343565363421974e-09
Anuradhapura,2018,22,17,5.603733259452569e-09
Anuradhapura,2018,23,28,6.746627596816315e-09
Anuradhapura,2018,24,7,4.8994804573588716e-09
Anuradhapura,2018,25,3,5.295481681015261e-09
Anuradhapura,2018,26,31,8.91233016534192e-09
Anuradhapura,2018,27,45,1.2561423353609873e-08
Anuradhapura,2018,28,45,1.1154038053324801e-08
Anuradhapura,2018,29,29,1.0459468754197182e-08
Anuradhapura,2018,30,17,7.498702702684156e-09
Anuradhapura,2018,31,24,8.83627810706949e-09
Anuradhapura,2018,32,17,6.3046805953683105e-09
Anuradhapura,2018,33,12,4.851675814250409e-09
Anuradhapura,2018,34,9,4.2548429850802114e-09
Anuradhapura,2018,35,6,3.0833730443524343e-09
Anuradhapura,2018,36,15,4.413477921548743e-09
Anuradhapura,2018,37,6,3.1756099060613363e-09
Anuradhapura,2018,38,4,2.596507247688376e-09
Anuradhapura,2018,39,7,2.7906522210295037e-09
Anuradhapura,2018,40,5,2.252871734063134e-09
Anuradhapura,2018,41,5,2.4328564014155102e-09
Anuradhapura,2018,42,6,2.89668282531007e-09
Anuradhapura,2018,43,10,3.28262460522472e-09
Anuradhapura,2018,44,13,4.588530148310709e-09
Anuradhapura,2018,45,11,4.5363483477250724e-09
Anuradhapura,2018,46,9,4.730863218112865e-09
Anuradhapura,2018,47,11,4.526136313093349e-09
Anuradhapura,2018,48,19,6.663141919198312e-09
Anuradhapura,2018,49,16,7.1138019040877965e-09
Anuradhapura,2018,50,13,6.918184610471113e-09
Anuradhapura,2018,51,12,6.998427021272363e-09
Anuradhapura,2018,52,18,6.034202232188289e-09
Anuradhapura,2019,1,9,5.800145774214307e-09
Anuradhapura,2019,2,9,7.033092152830566e-09
Anuradhapura,2019,3,19,6.56652874350408e-09
Anuradhapura,2019,4,25,6.61757077670801e-09
Anuradhapura,2019,5,12,5.157160325920809e-09
Anuradhapura,2019,6,16,5.129669545599462e-09
Anuradhapura,2019,7,11,4.565845225288238e-09
Anuradhapura,2019,8,12,4.135026682680981e-09
Anuradhapura,2019,9,16,4.6629348356017204e-09
Anuradhapura,2019,10,9,4.724433109030597e-09
Anuradhapura,2019,11,8,3.3908970226792077e-09
Anuradhapura,2019,12,12,3.822162629743642e-09
Anuradhapura,2019,13,5,3.2671144684622313e-09
Anuradhapura,2019,14,9,2.7579025011153175e-09
Anuradhapura,2019,15,5,2.6478274935385845e-09
Anuradhapura,2019,16,4,2.4245389887861975e-09
Anuradhapura,2019,17,7,3.3400500759065654e-09
Anuradhapura,2019,18,8,2.925092856737125e-09
Anuradhapura,2019,19,5,2.6873763069453425e-09
Anuradhapura,2019,20,1,2.005526296608363e-09
Anuradhapura,2019,21,7,2.7548255804044345e-09
Anuradhapura,2019,22,7,3.0170920766847152e-09
Anuradhapura,2019,23,12,3.691438121584976e-09
Anuradhapura,2019,24,15,4.1130552859840784e-09
Anuradhapura,2019,25,4,3.195370247075049e-09
Anuradhapura,2019,26,10,4.354641796494784e-09
Anuradhapura,2019,27,4,2.9603516623717034e-09
Anuradhapura,2019,28,16,6.532277098782787e-09
Anuradhapura,2019,29,18,6.87454063807581e-09
Anuradhapura,2019,30,16,6.3518432524555105e-09
Anuradhapura,2019,31,12,5.978596241388356e-09
Anuradhapura,2019,32,26,6.9580510550302895e-09
Anuradhapura,2019,33,20,5.512268709891118e-09
Anuradhapura,2019,34,20,6.972006601278594e-09
Anuradhapura,2019,35,12,5.2800114458294764e-09
Anuradhapura,2019,36,9,4.870710887711592e-09
Anuradhapura,2019,37,7,5.0073967307021994e-09
Anuradhapura,2019,38,10,7.171921145439271e-09
Anuradhapura,2019,39,15,8.548190131179146e-09
Anuradhapura,2019,40,13,1.0661992637569383e-08
Anuradhapura,2019,41,15,1.079391454800206e-08
Anuradhapura,2019,42,33,1.4477144275738564e-08
Anuradhapura,2019,43,38,1.8352212181301416e-08
Anuradhapura,2019,44,33,1.9399147651251963e-08
Anuradhapura,2019,45,31,2.2140239412755527e-08
Anuradhapura,2019,46,46,2.229334352057069e-08
Anuradhapura,2019,47,34,3.23876112279811e-08
Anuradhapura,2019,48,67,3.389443630372161e-08
Anuradhapura,2019,49,82,3.5004851957865624e-08
Anuradhapura,2019,50,51,2.989126965774442e-08
Anuradhapura,2019,51,39,2.5226555672080997e-08
Anuradhapura,2019,52,47,2.319570850479975e-08
Anuradhapura,2019,53,32,1.9556049338238363e-08
Anuradhapura,2020,2,42,1.5292431225647162e-08
Anuradhapura,2020,3,39,1.8154352012589406e-08
Anuradhapura,2020,4,45,1.905706171623651e-08
Anuradhapura,2020,5,32,1.3902554842821659e-08
Anuradhapura,2020,6,25,1.0323701620626972e-08
Anuradhapura,2020,7,22,8.598701380171414e-09
Anuradhapura,2020,8,20,6.130692609909262e-09
Anuradhapura,2020,9,17,6.455295667071122e-09
Anuradhapura,2020,10,8,3.2019736751281276e-09
Anuradhapura,2020,11,13,3.574697370133837e-09
Anuradhapura,2020,12,9,2.095029230476694e-09
Anuradhapura,2020,13,0,7.128086946769701e-10
Anuradhapura,2020,14,1,6.88072275134394e-10
Anuradhapura,2020,15,2,3.7793687724228623e-10
Anuradhapura,2020,16,0,4.792284893699644e-10
Anuradhapura,2020,17,3,7.299292803385822e-10
Anuradhapura,2020,18,0,6.311443326758361e-10
Anuradhapura,2020,19,0,9.546717578022814e-10
Anuradhapura,2020,20,3,1.0342303410942771e-09
Anuradhapura,2020,21,2,1.4356495926570726e-09
Anuradhapura,2020,22,2,2.096643763869393e-09
Anuradhapura,2020,23,4,1.948459244441683e-09
Anuradhapura,2020,24,8,3.1537218999468796e-09
Anuradhapura,2020,25,4,3.2087490588756515e-09
Anuradhapura,2020,26,4,3.278732642296809e-09
Anuradhapura,2020,27,3,3.0314404408452284e-09
Anuradhapura,2020,28,2,2.5279986266339927e-09
Anuradhapura,2020,29,4,3.4380173938343923e-09
Anuradhapura,2020,30,0,1.6361428095955747e-09
Anuradhapura,2020,31,6,2.544139638762024e-09
Anuradhapura,2020,32,1,2.2162805611209916e-09
Anuradhapura,2020,33,3,2.3755225070228412e-09
Anuradhapura,2020,34,2,2.35943260078317e-09
Anuradhapura,2020,35,2,2.1544148532952114e-09
Anuradhapura,2020,36,3,1.5766577459111463e-09
Anuradhapura,2020,37,3,1.7975298146845206e-09
Anuradhapura,2020,38,3,1.8165963704005617e-09
Anuradhapura,2020,39,2,1.4078417762705251e-09
Anuradhapura,2020,40,3,1.2407146679439542e-09
Anuradhapura,2020,41,6,1.76484929692364e-09
Anuradhapura,2020,42,0,9.942643941236328e-10
Anuradhapura,2020,43,1,9.085362568575092e-10
Anuradhapura,2020,44,0,4.819519607975018e-10
Anuradhapura,2020,45,1,9.271749601347595e-10
Anuradhapura,2020,46,1,6.343782480145496e-10
Anuradhapura,2020,47,1,7.8486932214382e-10
Anuradhapura,2020,48,1,7.807832202697077e-10
Anuradhapura,2020,49,2,6.250750568597627e-10
Anuradhapura,2020,50,4,8.922249795513168e-10
Anuradhapura,2020,51,1,8.142465359079371e-10
Anuradhapura,2020,52,3,9.633601226152527e-10
Anuradhapura,2021,1,465,1.0117189798170806e-07
Anuradhapura,2021,2,0,7.452264081189536e-10
Anuradhapura,2021,3,4,1.0539250210599822e-09
Anuradhapura,2021,4,2,1.186733985040552e-09
Anuradhapura,2021,5,3,9.842043106991826e-10
Anuradhapura,2021,6,1,7.034279300331028e-10
Anuradhapura,2021,7,2,1.1430410971436055e-09
Anuradhapura,2021,8,4,1.5288051010785448e-09
Anuradhapura,2021,9,2,1.0310534521408424e-09
Anuradhapura,2021,10,5,2.175638450758727e-09
Anuradhapura,2021,11,2,1.5744585563562667e-09
Anuradhapura,2021,12,10,1.9855685093392928e-09
Anuradhapura,2021,13,9,2.282455230063478e-09
Anuradhapura,2021,14,2,1.2978450353213883e-09
Anuradhapura,2021,15,10,2.509875947548335e-09
Anuradhapura,2021,16,5,1.0652354391440776e-09
Anuradhapura,2021,17,9,2.400675123197147e-09
Anuradhapura,2021,18,4,1.273861523085216e-09
Anuradhapura,2021,19,9,1.8173020315903574e-09
Anuradhapura,2021,20,7,1.0516524287331204e-09
Anuradhapura,2021,21,8,1.1649362327993383e-09
Anuradhapura,2021,22,6,8.071112770205081e-10
Anuradhapura,2021,23,2,6.124355918970454e-10
Anuradhapura,2021,24,1,6.510626664899644e-10
Anuradhapura,2021,25,0,8.624823376891621e-10
Anuradhapura,2021,26,11,2.407604960676936e-09
Anuradhapura,2021,27,9,3.0279509745352494e-09
Anuradhapura,2021,28,5,2.243151739499721e-09
Anuradhapura,2021,29,3,1.5616710602674037e-09
Anuradhapura,2021,30,5,1.8093025360366417e-09
Anuradhapura,2021,31,5,2.4516962246185454e-09
Anuradhapura,2021,32,3,1.9505547724488053e-09
Anuradhapura,2021,33,9,2.0829041823147346e-09
Anuradhapura,2021,34,1,5.965764277888339e-10
Anuradhapura,2021,35,1,4.63228226453509e-10
Anuradhapura,2021,36,1,2.616294484657723e-10
Anuradhapura,2021,37,4,8.9276372740267e-10
Anuradhapura,2021,38,4,8.519654277319113e-10
Anuradhapura,2021,39,0,6.847390190036414e-10
Anuradhapura,2021,40,2,9.612232341993605e-10
Anuradhapura,2021,41,1,1.236255139901027e-09
Anuradhapura,2021,43,3,1.8153703503637417e-09
Anuradhapura,2021,44,2,2.061442982164223e-09
Anuradhapura,2021,45,2,1.9404201963392715e-09
Anuradhapura,2021,46,5,2.267612532614056e-09
Anuradhapura,2021,47,4,2.5801862486831314e-09
Anuradhapura,2021,48,1,3.5821868532888505e-09
Anuradhapura,2021,49,9,4.806025350406381e-09
Anuradhapura,2021,50,2,4.639433076347792e-09
Anuradhapura,2021,51,13,4.775832598956942e-09
Anuradhapura,2021,52,13,4.775832598956942e-09
Anuradhapura,2021,53,13,4.775864239919005e-09
Anuradhapura,2022,1,15,4.437239417880976e-09
Anuradhapura,2022,2,14,4.822909196256022e-09
Anuradhapura,2022,3,16,5.260606139732356e-09
Anuradhapura,2022,4,14,5.097597199865902e-09
Anuradhapura,2022,5,14,4.884756832245709e-09
Anuradhapura,2022,6,7,2.5253962111846263e-09
Anuradhapura,2022,7,7,3.790681126172776e-09
Anuradhapura,2022,8,8,3.4942858370515776e-09
Anuradhapura,2022,9,1,2.1222996755853013e-09
Anuradhapura,2022,10,13,2.9711270617192755e-09
Anuradhapura,2022,11,4,2.6701470380592266e-09
Anuradhapura,2022,12,12,3.0002025961065387e-09
Anuradhapura,2022,13,5,2.240000567680098e-09
Anuradhapura,2022,14,6,3.178755040896772e-09
Anuradhapura,2022,15,0,1.5378806193743201e-09
Anuradhapura,2022,16,7,3.5009065624870497e-09
Anuradhapura,2022,17,7,2.8085801167008505e-09
Anuradhapura,2022,18,4,3.582466324757203e-09
Anuradhapura,2022,19,4,3.2733116164330077e-09
Anuradhapura,2022,20,5,3.3071201762485676e-09
Anuradhapura,2022,21,10,4.072153297589755e-09
Anuradhapura,2022,22,12,4.330191078384572e-09
Anuradhapura,2022,23,3,3.1601786439406242e-09
Anuradhapura,2022,24,5,4.834131004387341e-09
Anuradhapura,2022,25,13,6.161698431266334e-09
Anuradhapura,2022,26,8,4.859104267978213e-09
Anuradhapura,2022,27,4,3.897516075400784e-09
Anuradhapura,2022,28,0,2.9148891595241127e-09
Anuradhapura,2022,29,10,3.2986247573914297e-09
Anuradhapura,2022,30,25,5.30129710258969e-09
Anuradhapura,2022,31,14,4.813629566028985e-09
Anuradhapura,2022,32,7,2.8125920451304857e-09
Anuradhapura,2022,33,4,3.073280362260363e-09
Anuradhapura,2022,34,6,3.253192290057731e-09
Anuradhapura,2022,35,4,2.7081171077687974e-09
Anuradhapura,2022,36,1,1.7636400793999564e-09
Anuradhapura,2022,37,0,1.6400561911988368e-11
Anuradhapura,2022,38,1,3.954728519351575e-09
Anuradhapura,2022,39,7,3.59577037060717e-09
Anuradhapura,2022,40,1,2.8145235349675626e-09
Anuradhapura,2022,41,4,4.400186916652767e-09
Anuradhapura,2022,42,2,3.5539481959779277e-09
Anuradhapura,2022,44,6,4.5244546088576144e-09
Anuradhapura,2022,45,4,3.3863328191944534e-09
Anuradhapura,2022,46,7,5.059984642085257e-09
Anuradhapura,2022,47,3,3.8066899964331155e-09
Anuradhapura,2022,48,3,3.1467472959000728e-09
Anuradhapura,2022,49,2,3.2979746662335653e-09
Anuradhapura,2022,50,3,3.761350799627762e-09
Anuradhapura,2022,51,5,4.688732151910728e-09
Anuradhapura,2022,52,9,4.388176134293486e-09
Anuradhapura,2023,1,7,6.179648942252494e-09
Anuradhapura,2023,2,16,8.071900032157047e-09
Anuradhapura,2023,3,15,7.249597774069269e-09
Anuradhapura,2023,4,15,5.724090529451502e-09
Anuradhapura,2023,5,7,5.6808218293501995e-09
Anuradhapura,2023,6,9,5.108303304065389e-09
Anuradhapura,2023,7,11,4.827400587542088e-09
Anuradhapura,2023,8,8,4.7978337977033936e-09
Anuradhapura,2023,9,2,4.649751589675207e-09
Anuradhapura,2023,10,13,4.788706343243212e-09
Anuradhapura,2023,11,15,5.736961883488853e-09
Anuradhapura,2023,12,8,5.6973928763384944e-09
Anuradhapura,2023,13,3,6.410821948241825e-09
Anuradhapura,2023,14,10,5.81672856040374e-09
Anuradhapura,2023,15,6,5.373721973082629e-09
Anuradhapura,2023,16,7,7.197466873637448e-09
Anuradhapura,2023,17,0,5.769866447002078e-09
Anuradhapura,2023,18,4,5.300620611232976e-09
Anuradhapura,2023,19,16,8.470552974342771e-09
Anuradhapura,2023,20,19,9.18110801612527e-09
Anuradhapura,2023,21,29,1.0270273319420136e-08
Anuradhapura,2023,22,47,1.2774979209396719e-08
Anuradhapura,2023,23,48,1.3670921488894258e-08
Anuradhapura,2023,24,45,1.4114291029677632e-08
Anuradhapura,2023,25,41,1.3364281024436912e-08
Anuradhapura,2023,26,32,1.064836750696515e-08
Anuradhapura,2023,27,23,9.815653656099446e-09
Anuradhapura,2023,28,20,9.926778988522857e-09
Anuradhapura,2023,29,13,8.682695645030425e-09
Anuradhapura,2023,30,12,8.233918935667997e-09
Anuradhapura,2023,31,13,8.617825819903725e-09
Anuradhapura,2023,32,17,1.0448494569893786e-08
Anuradhapura,2023,33,6,6.38372312469815e-09
Anuradhapura,2023,34,5,7.915841891925649e-09
Anuradhapura,2023,35,2,5.579403136403666e-09
Anuradhapura,2023,36,8,5.764759244702089e-09
Anuradhapura,2023,37,8,4.617991631800682e-09
Anuradhapura,2023,38,10,4.365876934845212e-09
Anuradhapura,2023,39,4,3.664261416587691e-09
Anuradhapura,2023,40,7,4.528222352103607e-09
Anuradhapura,2023,41,3,4.449779284539857e-09
Anuradhapura,2023,42,15,5.473540324922661e-09
Anuradhapura,2023,43,27,7.941154145911779e-09
Anuradhapura,2023,44,46,1.0510735139997436e-08
Anuradhapura,2023,45,2,1.6925347444283939e-09
Anuradhapura,2023,46,5,3.3924528495941904e-09
Anuradhapura,2023,47,0,4.178247845031546e-09
Anuradhapura,2023,48,13,1.1869806366113634e-08
Anuradhapura,2023,49,39,1.8097850333534625e-08
Anuradhapura,2023,50,30,1.6923458511334053e-08
Anuradhapura,2023,51,22,2.12210200089881e-08
Anuradhapura,2023,52,42,2.0544749513536745e-08
Anuradhapura,2024,1,28,1.7837287658325675e-08
Anuradhapura,2024,2,28,1.7906570714599278e-08
Anuradhapura,2024,3,95,1.9448434534411512e-08
Anuradhapura,2024,4,34,1.6181434360867724e-08
Anuradhapura,2024,5,11,9.92511449513108e-09
Anuradhapura,2024,6,69,1.5267564462621994e-08
Anuradhapura,2024,7,29,8.72033127189703e-09
Anuradhapura,2024,8,53,9.935530582560642e-09
Anuradhapura,2024,9,50,8.240767792501243e-09
Anuradhapura,2024,10,42,7.762216084455952e-09
Anuradhapura,2024,11,33,6.45657222223563e-09
Anuradhapura,2024,12,18,4.0594123954430844e-09
Anuradhapura,2024,13,11,3.3570926309229218e-09
Anuradhapura,2024,14,5,2.589591034818177e-09
Anuradhapura,2024,15,5,2.0047657799026583e-09
Anuradhapura,2024,16,4,3.027254474983248e-09
Anuradhapura,2024,17,3,2.577448863892934e-09
Anuradhapura,2024,18,4,2.552375663307588e-09
Anuradhapura,2024,19,5,3.4871862593775984e-09
Anuradhapura,2024,20,7,3.752796808364779e-09
Anuradhapura,2024,21,4,2.5041340303629128e-09
Anuradhapura,2024,22,5,3.0005270633864914e-09
Anuradhapura,2024,23,14,3.81400468543976e-09
Anuradhapura,2024,24,8,3.101416207287354e-09
Anuradhapura,2024,25,5,3.08305653091873e-09
