District,Year,Week,Number_of_Cases,Risk,Residual_final,n_iterations,converged
Mullaitivu,2025,2,1,5.013319720682978,-4.013319720682978,1,False
Mullaitivu,2025,3,1,3.249221454649798,-2.249221454649798,1,False
Mullaitivu,2025,4,4,2.945743166941294,1.054256833058706,1,False
Mullaitivu,2025,5,1,2.5884523543574645,-1.5884523543574645,1,False
Mullaitivu,2025,6,2,3.895214916600641,-1.895214916600641,1,False
Mullaitivu,2025,7,2,3.179194207787562,-1.1791942077875621,1,False
Mullaitivu,2025,8,0,2.5690408098328756,-2.5690408098328756,1,False
Mullaitivu,2025,9,1,1.6553741301332217,-0.6553741301332217,1,False
Mullaitivu,2025,10,1,1.4724266085323063,-0.47242660853230634,1,False
Mullaitivu,2025,11,3,1.7839529140100816,1.2160470859899184,1,False
Mullaitivu,2025,12,0,1.1396844322840618,-1.1396844322840618,1,False
Mullaitivu,2025,13,0,1.7075579733435053,-1.7075579733435053,1,False
Mullaitivu,2025,14,2,1.3483637320225443,0.6516362679774557,1,False
Mullaitivu,2025,15,2,0.936769822479659,1.063230177520341,1,False
Mullaitivu,2025,16,1,2.0620280713498222,-1.0620280713498222,1,False
Mullaitivu,2025,17,0,3.384001067257287,-3.384001067257287,1,False
Mullaitivu,2025,18,2,3.2749055995703404,-1.2749055995703404,1,False
Mullaitivu,2025,19,1,1.7191484175535292,-0.7191484175535292,1,False
Mullaitivu,2025,20,2,2.6794501194696583,-0.6794501194696583,1,False
Mullaitivu,2025,21,1,2.7765848029186246,-1.7765848029186246,1,False
Mullaitivu,2025,22,1,2.251813181115452,-1.2518131811154518,1,False
Mullaitivu,2025,23,4,2.8577182318596046,1.1422817681403954,1,False
Mullaitivu,2025,24,2,2.02659823142926,-0.0265982314292601,1,False
Mullaitivu,2025,25,1,2.373665443236307,-1.3736654432363071,1,False
Mullaitivu,2025,26,3,3.016195978181245,-0.016195978181245074,1,False
Mullaitivu,2025,27,2,2.1152909322325373,-0.11529093223253728,1,False
Mullaitivu,2025,28,0,2.088239823053857,-2.088239823053857,1,False
Mullaitivu,2025,29,0,3.397599215835262,-3.397599215835262,1,False
Mullaitivu,2025,30,0,1.368138161117487,-1.368138161117487,1,False
Mullaitivu,2025,31,0,0.07525631422513968,-0.07525631422513968,1,False
Mullaitivu,2025,32,0,0.0,0.0,1,False
Mullaitivu,2025,33,0,0.8491548996749767,-0.8491548996749767,1,False
Mullaitivu,2025,34,0,0.56624888417576,-0.56624888417576,1,False
Mullaitivu,2025,35,1,0.6332742840736725,0.3667257159263275,1,False
Mullaitivu,2025,36,0,0.9369967118081179,-0.9369967118081179,1,False
Mullaitivu,2025,37,2,1.267151217411132,0.7328487825888681,1,False
Mullaitivu,2025,38,2,1.2014228325266192,0.7985771674733808,1,False
Mullaitivu,2025,39,0,1.0186496883226033,-1.0186496883226033,1,False
Mullaitivu,2025,40,1,1.763321156494487,-0.7633211564944871,1,False
Mullaitivu,2025,41,0,2.674261243797825,-2.674261243797825,1,False
Mullaitivu,2025,42,0,2.8399892148171557,-2.8399892148171557,1,False
Mullaitivu,2025,43,0,1.0706372347440936,-1.0706372347440936,1,False
Mullaitivu,2025,44,1,2.265001614542648,-1.2650016145426481,1,False
Mullaitivu,2025,45,0,1.5018557388054203,-1.5018557388054203,1,False
Mullaitivu,2025,46,2,1.6571215019149603,0.3428784980850397,1,False
Mullaitivu,2025,47,4,1.9956594980043363,2.0043405019956637,1,False
Mullaitivu,2025,48,2,1.8181723301365427,0.18182766986345733,1,False
Mullaitivu,2025,49,0,2.895409927962997,-2.895409927962997,1,False
Mullaitivu,2025,50,2,3.964259296377919,-1.9642592963779189,1,False
Mullaitivu,2025,51,3,3.511653869869914,-0.5116538698699138,1,False
Mullaitivu,2025,52,0,3.7621210604384556,-3.7621210604384556,1,False
Mullaitivu,2026,1,1,2.7214613664029974,-1.7214613664029974,1,False
Mullaitivu,2026,2,6,2.5798102916036116,3.4201897083963884,1,False
Mullaitivu,2026,3,7,3.895956373380786,3.104043626619214,1,False
Mullaitivu,2026,4,3,4.4017222832866825,-1.4017222832866825,1,False
Mullaitivu,2026,5,3,5.80067559866268,-2.8006755986626803,1,False
Mullaitivu,2026,6,1,3.3775179990220607,-2.3775179990220607,1,False
Mullaitivu,2026,7,2,3.7224583571588425,-1.7224583571588425,1,False
Mullaitivu,2026,8,2,2.563181530635207,-0.563181530635207,1,False
Mullaitivu,2026,9,2,2.9535988188639193,-0.9535988188639193,1,False
Mullaitivu,2026,10,2,1.2717763003748077,0.7282236996251923,1,False
Mullaitivu,2026,11,2,3.4175862200343676,-1.4175862200343676,1,False
Mullaitivu,2026,12,1,1.7231691140198522,-0.7231691140198522,1,False
Mullaitivu,2026,13,1,3.1809186773561677,-2.1809186773561677,1,False
Mullaitivu,2026,14,1,21.888916605378377,-20.888916605378377,1,False
Mullaitivu,2026,15,1,1.0768575859354712,-0.0768575859354712,1,False
Mullaitivu,2026,16,1,0.6106318190556479,0.3893681809443521,1,False
Mullaitivu,2026,17,4,3.0373538843728327,0.9626461156271673,1,False
Mullaitivu,2026,18,3,1.9666964395658613,1.0333035604341387,1,False
Mullaitivu,2026,19,0,3.653105791321198,-3.653105791321198,1,False
Mullaitivu,2026,20,1,2.850347348688798,-1.850347348688798,1,False
Mullaitivu,2026,21,4,2.965781995351838,1.034218004648162,1,False
Mullaitivu,2026,22,3,2.74038725855592,0.2596127414440801,1,False
Mullaitivu,2026,23,3,5.069323329014276,-2.069323329014276,1,False
Mullaitivu,2026,24,2,82.03533584028247,-80.03533584028247,1,False
Mullaitivu,2026,25,3,8.125244329798148,-5.125244329798148,1,False
Nuwara Eliya,2007,9,0,1.023381698075764,-1.023381698075764,1,False
Nuwara Eliya,2007,10,0,1.6455140516802351,-1.6455140516802351,1,False
Nuwara Eliya,2007,11,1,0.9034768893988678,0.09652311060113217,1,False
Nuwara Eliya,2007,12,0,0.6182009773232751,-0.6182009773232751,1,False
Nuwara Eliya,2007,13,0,0.4001129960458658,-0.4001129960458658,1,False
Nuwara Eliya,2007,14,0,1.1437524807702992,-1.1437524807702992,1,False
Nuwara Eliya,2007,15,0,0.6375057161794544,-0.6375057161794544,1,False
Nuwara Eliya,2007,16,0,0.3838133288485681,-0.3838133288485681,1,False
Nuwara Eliya,2007,17,0,0.489066252445408,-0.489066252445408,1,False
Nuwara Eliya,2007,18,0,0.7081475045150385,-0.7081475045150385,1,False
Nuwara Eliya,2007,19,1,1.372021489264218,-0.37202148926421796,1,False
Nuwara Eliya,2007,20,3,0.937856003681447,2.062143996318553,1,False
Nuwara Eliya,2007,21,3,2.0048219985166273,0.9951780014833727,1,False
Nuwara Eliya,2007,22,1,2.559767147789534,-1.5597671477895338,1,False
Nuwara Eliya,2007,23,0,2.4907654992687505,-2.4907654992687505,1,False
Nuwara Eliya,2007,24,0,3.311277632158733,-3.311277632158733,1,False
Nuwara Eliya,2007,25,0,2.4595746894206356,-2.4595746894206356,1,False
Nuwara Eliya,2007,26,0,0.7398770063791558,-0.7398770063791558,1,False
Nuwara Eliya,2007,27,0,1.1501435057575353,-1.1501435057575353,1,False
Nuwara Eliya,2007,28,2,2.7960376942028304,-0.7960376942028304,1,False
Nuwara Eliya,2007,29,2,1.686688581940691,0.31331141805930907,1,False
Nuwara Eliya,2007,30,0,3.3051776022298416,-3.3051776022298416,1,False
Nuwara Eliya,2007,31,1,1.9151881990274138,-0.9151881990274138,1,False
Nuwara Eliya,2007,32,0,1.9053264912602508,-1.9053264912602508,1,False
Nuwara Eliya,2007,33,0,1.2010315611725373,-1.2010315611725373,1,False
